CPT,ENDING,ZONEID,"	MW"
1/2/07,17:30:00,"	242","	16253"
1/2/07,17:30:00,"	244","	9736"
1/2/07,17:30:00,"	246","	1623"
1/2/07,17:45:00,"	240","	6336"
1/2/07,17:45:00,"	242","	16198"
1/2/07,17:45:00,"	244","	9793"
1/2/07,17:45:00,"	246","	1685"
1/2/07,18:00:00,"	240","	6416"
1/2/07,18:00:00,"	242","	16136"
1/2/07,18:00:00,"	244","	9882"
1/2/07,18:00:00,"	246","	1754"
1/2/07,18:15:00,"	240","	6712"
1/2/07,18:15:00,"	242","	16931"
1/2/07,18:15:00,"	244","	10299"
1/2/07,18:15:00,"	246","	1794"
1/2/07,18:30:00,"	240","	6712"
1/2/07,18:30:00,"	242","	16882"
1/2/07,18:30:00,"	244","	10376"
1/2/07,18:30:00,"	246","	1844"
1/2/07,18:45:00,"	240","	6712"
1/2/07,18:45:00,"	242","	16852"
1/2/07,18:45:00,"	244","	10427"
1/2/07,18:45:00,"	246","	1882"
1/2/07,19:00:00,"	240","	6712"
1/2/07,19:00:00,"	242","	16840"
1/2/07,19:00:00,"	244","	10450"
1/2/07,19:00:00,"	246","	1900"
1/2/07,19:15:00,"	240","	6514"
1/2/07,19:15:00,"	242","	16997"
1/2/07,19:15:00,"	244","	10550"
1/2/07,19:15:00,"	246","	1897"
1/2/07,19:30:00,"	240","	6514"
1/2/07,19:30:00,"	242","	16994"
1/2/07,19:30:00,"	244","	10558"
1/2/07,19:30:00,"	246","	1903"
1/2/07,19:45:00,"	240","	6514"
1/2/07,19:45:00,"	242","	16997"
1/2/07,19:45:00,"	244","	10573"
1/2/07,19:45:00,"	246","	1925"
1/2/07,20:00:00,"	240","	6514"
1/2/07,20:00:00,"	242","	17007"
1/2/07,20:00:00,"	244","	10583"
1/2/07,20:00:00,"	246","	1924"
1/2/07,20:15:00,"	240","	6487"
1/2/07,20:15:00,"	242","	16888"
1/2/07,20:15:00,"	244","	10561"
1/2/07,20:15:00,"	246","	1890"
1/2/07,20:30:00,"	240","	6611"
1/2/07,20:30:00,"	242","	16904"
1/2/07,20:30:00,"	244","	10546"
1/2/07,20:30:00,"	246","	1875"
1/2/07,20:45:00,"	240","	6661"
1/2/07,20:45:00,"	242","	16931"
1/2/07,20:45:00,"	244","	10502"
1/2/07,20:45:00,"	246","	1884"
1/2/07,21:00:00,"	240","	6711"
1/2/07,21:00:00,"	242","	16969"
1/2/07,21:00:00,"	244","	10428"
1/2/07,21:00:00,"	246","	1854"
1/2/07,21:15:00,"	240","	6706"
1/2/07,21:15:00,"	242","	16795"
1/2/07,21:15:00,"	244","	10419"
1/2/07,21:15:00,"	246","	1741"
1/2/07,21:30:00,"	240","	6686"
1/2/07,21:30:00,"	242","	16831"
1/2/07,21:30:00,"	244","	10381"
1/2/07,21:30:00,"	246","	1705"
1/2/07,21:45:00,"	240","	6606"
1/2/07,21:45:00,"	242","	16909"
1/2/07,21:45:00,"	244","	10325"
1/2/07,21:45:00,"	246","	1695"
1/2/07,22:00:00,"	240","	6526"
1/2/07,22:00:00,"	242","	16968"
1/2/07,22:00:00,"	244","	10251"
1/2/07,22:00:00,"	246","	1699"
1/2/07,22:15:00,"	240","	6113"
1/2/07,22:15:00,"	242","	14990"
1/2/07,22:15:00,"	244","	9624"
1/2/07,22:15:00,"	246","	1483"
1/2/07,22:30:00,"	240","	6103"
1/2/07,22:30:00,"	242","	14968"
1/2/07,22:30:00,"	244","	9606"
1/2/07,22:30:00,"	246","	1479"
1/2/07,22:45:00,"	240","	6103"
1/2/07,22:45:00,"	242","	14985"
1/2/07,22:45:00,"	244","	9587"
1/2/07,22:45:00,"	246","	1479"
1/2/07,23:00:00,"	240","	6103"
1/2/07,23:00:00,"	242","	14752"
1/2/07,23:00:00,"	244","	9568"
1/2/07,23:00:00,"	246","	1444"
1/2/07,23:15:00,"	240","	6039"
1/2/07,23:15:00,"	242","	14090"
1/2/07,23:15:00,"	244","	9030"
1/2/07,23:15:00,"	246","	1347"
1/2/07,23:30:00,"	240","	6039"
1/2/07,23:30:00,"	242","	14137"
1/2/07,23:30:00,"	244","	9014"
1/2/07,23:30:00,"	246","	1300"
1/2/07,23:45:00,"	240","	6039"
1/2/07,23:45:00,"	242","	14192"
1/2/07,23:45:00,"	244","	9005"
1/2/07,23:45:00,"	246","	1247"
1/3/07,0:00:00,"	240","	6039"
1/3/07,0:00:00,"	242","	14179"
1/3/07,0:00:00,"	244","	8996"
1/3/07,0:00:00,"	246","	1187"
1/3/07,0:15:00,"	240","	5936"
1/3/07,0:15:00,"	242","	14165"
1/3/07,0:15:00,"	244","	9180"
1/3/07,0:15:00,"	246","	1283"
1/3/07,0:30:00,"	240","	5936"
1/3/07,0:30:00,"	242","	14107"
1/3/07,0:30:00,"	244","	9175"
1/3/07,0:30:00,"	246","	1280"
1/3/07,0:45:00,"	240","	5936"
1/3/07,0:45:00,"	242","	14049"
1/3/07,0:45:00,"	244","	9172"
1/3/07,0:45:00,"	246","	1279"
1/3/07,1:00:00,"	240","	5936"
1/3/07,1:00:00,"	242","	14040"
1/3/07,1:00:00,"	244","	9167"
1/3/07,1:00:00,"	246","	1283"
1/3/07,1:15:00,"	240","	5905"
1/3/07,1:15:00,"	242","	13789"
1/3/07,1:15:00,"	244","	9026"
1/3/07,1:15:00,"	246","	1266"
1/3/07,1:30:00,"	240","	5905"
1/3/07,1:30:00,"	242","	13789"
1/3/07,1:30:00,"	244","	9016"
1/3/07,1:30:00,"	246","	1265"
1/3/07,1:45:00,"	240","	5905"
1/3/07,1:45:00,"	242","	13789"
1/3/07,1:45:00,"	244","	9011"
1/3/07,1:45:00,"	246","	1277"
1/3/07,2:00:00,"	240","	5905"
1/3/07,2:00:00,"	242","	13782"
1/3/07,2:00:00,"	244","	9011"
1/3/07,2:00:00,"	246","	1282"
1/3/07,2:15:00,"	240","	6030"
1/3/07,2:15:00,"	242","	13778"
1/3/07,2:15:00,"	244","	8919"
1/3/07,2:15:00,"	246","	1171"
1/3/07,2:30:00,"	240","	6030"
1/3/07,2:30:00,"	242","	13778"
1/3/07,2:30:00,"	244","	8899"
1/3/07,2:30:00,"	246","	1173"
1/3/07,2:45:00,"	240","	6030"
1/3/07,2:45:00,"	242","	13778"
1/3/07,2:45:00,"	244","	8887"
1/3/07,2:45:00,"	246","	1188"
1/3/07,3:00:00,"	240","	6030"
1/3/07,3:00:00,"	242","	13778"
1/3/07,3:00:00,"	244","	8887"
1/3/07,3:00:00,"	246","	1194"
1/3/07,3:15:00,"	240","	6088"
1/3/07,3:15:00,"	242","	13784"
1/3/07,3:15:00,"	244","	8917"
1/3/07,3:15:00,"	246","	1111"
1/3/07,3:30:00,"	240","	6088"
1/3/07,3:30:00,"	242","	13795"
1/3/07,3:30:00,"	244","	8933"
1/3/07,3:30:00,"	246","	1117"
1/3/07,3:45:00,"	240","	6088"
1/3/07,3:45:00,"	242","	13789"
1/3/07,3:45:00,"	244","	8955"
1/3/07,3:45:00,"	246","	1138"
1/3/07,4:00:00,"	240","	6088"
1/3/07,4:00:00,"	242","	13812"
1/3/07,4:00:00,"	244","	8980"
1/3/07,4:00:00,"	246","	1188"
1/3/07,4:15:00,"	240","	6116"
1/3/07,4:15:00,"	242","	14022"
1/3/07,4:15:00,"	244","	8896"
1/3/07,4:15:00,"	246","	1301"
1/3/07,4:30:00,"	240","	6116"
1/3/07,4:30:00,"	242","	14018"
1/3/07,4:30:00,"	244","	8888"
1/3/07,4:30:00,"	246","	1306"
1/3/07,4:45:00,"	240","	6116"
1/3/07,4:45:00,"	242","	14094"
1/3/07,4:45:00,"	244","	8862"
1/3/07,4:45:00,"	246","	1344"
1/3/07,5:00:00,"	240","	6116"
1/3/07,5:00:00,"	242","	14351"
1/3/07,5:00:00,"	244","	8864"
1/3/07,5:00:00,"	246","	1352"
1/3/07,5:15:00,"	240","	6313"
1/3/07,5:15:00,"	242","	14885"
1/3/07,5:15:00,"	244","	9304"
1/3/07,5:15:00,"	246","	1522"
1/3/07,5:30:00,"	240","	6313"
1/3/07,5:30:00,"	242","	14946"
1/3/07,5:30:00,"	244","	9396"
1/3/07,5:30:00,"	246","	1559"
1/3/07,5:45:00,"	240","	6313"
1/3/07,5:45:00,"	242","	15184"
1/3/07,5:45:00,"	244","	9438"
1/3/07,5:45:00,"	246","	1572"
1/3/07,6:00:00,"	240","	6313"
1/3/07,6:00:00,"	242","	15473"
1/3/07,6:00:00,"	244","	10056"
1/3/07,6:00:00,"	246","	1607"
1/3/07,6:15:00,"	240","	7504"
1/3/07,6:15:00,"	242","	17223"
1/3/07,6:15:00,"	244","	10200"
1/3/07,6:15:00,"	246","	1711"
1/3/07,6:30:00,"	240","	7504"
1/3/07,6:30:00,"	242","	17201"
1/3/07,6:30:00,"	244","	10233"
1/3/07,6:30:00,"	246","	1743"
1/3/07,6:45:00,"	240","	7404"
1/3/07,6:45:00,"	242","	17277"
1/3/07,6:45:00,"	244","	10245"
1/3/07,6:45:00,"	246","	1745"
1/3/07,7:00:00,"	240","	7304"
1/3/07,7:00:00,"	242","	17256"
1/3/07,7:00:00,"	244","	10262"
1/3/07,7:00:00,"	246","	1769"
1/3/07,7:15:00,"	240","	7449"
1/3/07,7:15:00,"	242","	17541"
1/3/07,7:15:00,"	244","	10389"
1/3/07,7:15:00,"	246","	1832"
1/3/07,7:30:00,"	240","	7449"
1/3/07,7:30:00,"	242","	17520"
1/3/07,7:30:00,"	244","	10401"
1/3/07,7:30:00,"	246","	1848"
1/3/07,7:45:00,"	240","	7449"
1/3/07,7:45:00,"	242","	17521"
1/3/07,7:45:00,"	244","	10414"
1/3/07,7:45:00,"	246","	1831"
1/3/07,8:00:00,"	240","	7449"
1/3/07,8:00:00,"	242","	17545"
1/3/07,8:00:00,"	244","	10426"
1/3/07,8:00:00,"	246","	1807"
1/3/07,8:15:00,"	240","	7604"
1/3/07,8:15:00,"	242","	17436"
1/3/07,8:15:00,"	244","	10433"
1/3/07,8:15:00,"	246","	1647"
1/3/07,8:30:00,"	240","	7504"
1/3/07,8:30:00,"	242","	17467"
1/3/07,8:30:00,"	244","	10432"
1/3/07,8:30:00,"	246","	1651"
1/3/07,8:45:00,"	240","	7404"
1/3/07,8:45:00,"	242","	17507"
1/3/07,8:45:00,"	244","	10431"
1/3/07,8:45:00,"	246","	1614"
1/3/07,9:00:00,"	240","	7304"
1/3/07,9:00:00,"	242","	17556"
1/3/07,9:00:00,"	244","	10430"
1/3/07,9:00:00,"	246","	1540"
1/3/07,9:15:00,"	240","	7197"
1/3/07,9:15:00,"	242","	16343"
1/3/07,9:15:00,"	244","	10407"
1/3/07,9:15:00,"	246","	1444"
1/3/07,9:30:00,"	240","	7197"
1/3/07,9:30:00,"	242","	16367"
1/3/07,9:30:00,"	244","	10372"
1/3/07,9:30:00,"	246","	1434"
1/3/07,9:45:00,"	240","	7197"
1/3/07,9:45:00,"	242","	16391"
1/3/07,9:45:00,"	244","	10350"
1/3/07,9:45:00,"	246","	1393"
1/3/07,10:00:00,"	240","	7197"
1/3/07,10:00:00,"	242","	16415"
1/3/07,10:00:00,"	244","	10335"
1/3/07,10:00:00,"	246","	1362"
1/3/07,10:15:00,"	240","	7123"
1/3/07,10:15:00,"	242","	16134"
1/3/07,10:15:00,"	244","	10192"
1/3/07,10:15:00,"	246","	1339"
1/3/07,10:30:00,"	240","	7123"
1/3/07,10:30:00,"	242","	16134"
1/3/07,10:30:00,"	244","	10177"
1/3/07,10:30:00,"	246","	1329"
1/3/07,10:45:00,"	240","	7123"
1/3/07,10:45:00,"	242","	16134"
1/3/07,10:45:00,"	244","	10156"
1/3/07,10:45:00,"	246","	1332"
1/3/07,11:00:00,"	240","	7123"
1/3/07,11:00:00,"	242","	16134"
1/3/07,11:00:00,"	244","	10134"
1/3/07,11:00:00,"	246","	1335"
1/3/07,11:15:00,"	240","	7075"
1/3/07,11:15:00,"	242","	16264"
1/3/07,11:15:00,"	244","	9980"
1/3/07,11:15:00,"	246","	1381"
1/3/07,11:30:00,"	240","	7075"
1/3/07,11:30:00,"	242","	16264"
1/3/07,11:30:00,"	244","	9975"
1/3/07,11:30:00,"	246","	1382"
1/3/07,11:45:00,"	240","	7075"
1/3/07,11:45:00,"	242","	16264"
1/3/07,11:45:00,"	244","	9988"
1/3/07,11:45:00,"	246","	1378"
1/3/07,12:00:00,"	240","	7075"
1/3/07,12:00:00,"	242","	16264"
1/3/07,12:00:00,"	244","	10017"
1/3/07,12:00:00,"	246","	1374"
1/3/07,12:15:00,"	240","	6907"
1/3/07,12:15:00,"	242","	15590"
1/3/07,12:15:00,"	244","	10217"
1/3/07,12:15:00,"	246","	1392"
1/3/07,12:30:00,"	240","	6907"
1/3/07,12:30:00,"	242","	15590"
1/3/07,12:30:00,"	244","	10235"
1/3/07,12:30:00,"	246","	1392"
1/3/07,12:45:00,"	240","	6907"
1/3/07,12:45:00,"	242","	15590"
1/3/07,12:45:00,"	244","	10237"
1/3/07,12:45:00,"	246","	1388"
1/3/07,13:00:00,"	240","	6907"
1/3/07,13:00:00,"	242","	15590"
1/3/07,13:00:00,"	244","	10227"
1/3/07,13:00:00,"	246","	1391"
1/3/07,13:15:00,"	240","	6906"
1/3/07,13:15:00,"	242","	15426"
1/3/07,13:15:00,"	244","	10145"
1/3/07,13:15:00,"	246","	1384"
1/3/07,13:30:00,"	240","	6906"
1/3/07,13:30:00,"	242","	15374"
1/3/07,13:30:00,"	244","	10122"
1/3/07,13:30:00,"	246","	1386"
1/3/07,13:45:00,"	240","	6906"
1/3/07,13:45:00,"	242","	15374"
1/3/07,13:45:00,"	244","	10103"
1/3/07,13:45:00,"	246","	1386"
1/3/07,14:00:00,"	240","	6906"
1/3/07,14:00:00,"	242","	15374"
1/3/07,14:00:00,"	244","	10090"
1/3/07,14:00:00,"	246","	1384"
1/3/07,14:15:00,"	240","	6895"
1/3/07,14:15:00,"	242","	15254"
1/3/07,14:15:00,"	244","	10072"
1/3/07,14:15:00,"	246","	1248"
1/3/07,14:30:00,"	240","	6895"
1/3/07,14:30:00,"	242","	15254"
1/3/07,14:30:00,"	244","	10064"
1/3/07,14:30:00,"	246","	1243"
1/3/07,14:45:00,"	240","	6895"
1/3/07,14:45:00,"	242","	15254"
1/3/07,14:45:00,"	244","	10057"
1/3/07,14:45:00,"	246","	1250"
1/3/07,15:00:00,"	240","	6895"
1/3/07,15:00:00,"	242","	15254"
1/3/07,15:00:00,"	244","	10051"
1/3/07,15:00:00,"	246","	1254"
1/3/07,15:15:00,"	240","	6843"
1/3/07,15:15:00,"	242","	15346"
1/3/07,15:15:00,"	244","	10032"
1/3/07,15:15:00,"	246","	1266"
1/3/07,15:30:00,"	240","	6843"
1/3/07,15:30:00,"	242","	15346"
1/3/07,15:30:00,"	244","	10034"
1/3/07,15:30:00,"	246","	1272"
1/3/07,15:45:00,"	240","	6843"
1/3/07,15:45:00,"	242","	15346"
1/3/07,15:45:00,"	244","	10054"
1/3/07,15:45:00,"	246","	1280"
1/3/07,16:00:00,"	240","	6843"
1/3/07,16:00:00,"	242","	15346"
1/3/07,16:00:00,"	244","	10088"
1/3/07,16:00:00,"	246","	1279"
1/3/07,16:15:00,"	240","	6822"
1/3/07,16:15:00,"	242","	15211"
1/3/07,16:15:00,"	244","	10285"
1/3/07,16:15:00,"	246","	1166"
1/3/07,16:30:00,"	240","	6822"
1/3/07,16:30:00,"	242","	15211"
1/3/07,16:30:00,"	244","	10311"
1/3/07,16:30:00,"	246","	1157"
1/3/07,16:45:00,"	240","	6836"
1/3/07,16:45:00,"	242","	15211"
1/3/07,16:45:00,"	244","	10314"
1/3/07,16:45:00,"	246","	1179"
1/3/07,17:00:00,"	240","	6868"
1/3/07,17:00:00,"	242","	15211"
1/3/07,17:00:00,"	244","	10299"
1/3/07,17:00:00,"	246","	1223"
1/3/07,17:15:00,"	240","	6981"
1/3/07,17:15:00,"	242","	16141"
1/3/07,17:15:00,"	244","	10516"
1/3/07,17:15:00,"	246","	1288"
1/3/07,17:30:00,"	240","	7061"
1/3/07,17:30:00,"	242","	16123"
1/3/07,17:30:00,"	244","	10503"
1/3/07,17:30:00,"	246","	1297"
1/3/07,17:45:00,"	240","	7141"
1/3/07,17:45:00,"	242","	16105"
1/3/07,17:45:00,"	244","	10507"
1/3/07,17:45:00,"	246","	1327"
1/3/07,18:00:00,"	240","	7221"
1/3/07,18:00:00,"	242","	16087"
1/3/07,18:00:00,"	244","	10542"
1/3/07,18:00:00,"	246","	1394"
1/3/07,18:15:00,"	240","	7368"
1/3/07,18:15:00,"	242","	16934"
1/3/07,18:15:00,"	244","	10870"
1/3/07,18:15:00,"	246","	1443"
1/3/07,18:30:00,"	240","	7368"
1/3/07,18:30:00,"	242","	16890"
1/3/07,18:30:00,"	244","	10936"
1/3/07,18:30:00,"	246","	1490"
1/3/07,18:45:00,"	240","	7368"
1/3/07,18:45:00,"	242","	16862"
1/3/07,18:45:00,"	244","	10975"
1/3/07,18:45:00,"	246","	1536"
1/3/07,19:00:00,"	240","	7368"
1/3/07,19:00:00,"	242","	16850"
1/3/07,19:00:00,"	244","	10979"
1/3/07,19:00:00,"	246","	1552"
1/3/07,19:15:00,"	240","	7278"
1/3/07,19:15:00,"	242","	16959"
1/3/07,19:15:00,"	244","	11102"
1/3/07,19:15:00,"	246","	1592"
1/3/07,19:30:00,"	240","	7278"
1/3/07,19:30:00,"	242","	16954"
1/3/07,19:30:00,"	244","	11090"
1/3/07,19:30:00,"	246","	1587"
1/3/07,19:45:00,"	240","	7278"
1/3/07,19:45:00,"	242","	16954"
1/3/07,19:45:00,"	244","	11077"
1/3/07,19:45:00,"	246","	1588"
1/3/07,20:00:00,"	240","	7278"
1/3/07,20:00:00,"	242","	16959"
1/3/07,20:00:00,"	244","	11060"
1/3/07,20:00:00,"	246","	1599"
1/3/07,20:15:00,"	240","	7288"
1/3/07,20:15:00,"	242","	16926"
1/3/07,20:15:00,"	244","	10879"
1/3/07,20:15:00,"	246","	1605"
1/3/07,20:30:00,"	240","	7248"
1/3/07,20:30:00,"	242","	16939"
1/3/07,20:30:00,"	244","	10856"
1/3/07,20:30:00,"	246","	1602"
1/3/07,20:45:00,"	240","	7208"
1/3/07,20:45:00,"	242","	16971"
1/3/07,20:45:00,"	244","	10830"
1/3/07,20:45:00,"	246","	1612"
1/3/07,21:00:00,"	240","	7168"
1/3/07,21:00:00,"	242","	17022"
1/3/07,21:00:00,"	244","	10799"
1/3/07,21:00:00,"	246","	1595"
1/3/07,21:15:00,"	240","	7163"
1/3/07,21:15:00,"	242","	16293"
1/3/07,21:15:00,"	244","	10601"
1/3/07,21:15:00,"	246","	1478"
1/3/07,21:30:00,"	240","	7203"
1/3/07,21:30:00,"	242","	16307"
1/3/07,21:30:00,"	244","	10576"
1/3/07,21:30:00,"	246","	1467"
1/3/07,21:45:00,"	240","	7243"
1/3/07,21:45:00,"	242","	16371"
1/3/07,21:45:00,"	244","	10562"
1/3/07,21:45:00,"	246","	1500"
1/3/07,22:00:00,"	240","	7283"
1/3/07,22:00:00,"	242","	16423"
1/3/07,22:00:00,"	244","	10553"
1/3/07,22:00:00,"	246","	1524"
1/3/07,22:15:00,"	240","	6134"
1/3/07,22:15:00,"	242","	14878"
1/3/07,22:15:00,"	244","	10028"
1/3/07,22:15:00,"	246","	1729"
1/3/07,22:30:00,"	240","	6184"
1/3/07,22:30:00,"	242","	14851"
1/3/07,22:30:00,"	244","	9811"
1/3/07,22:30:00,"	246","	1765"
1/3/07,22:45:00,"	240","	6284"
1/3/07,22:45:00,"	242","	14847"
1/3/07,22:45:00,"	244","	9653"
1/3/07,22:45:00,"	246","	1753"
1/3/07,23:00:00,"	240","	6434"
1/3/07,23:00:00,"	242","	14658"
1/3/07,23:00:00,"	244","	9552"
1/3/07,23:00:00,"	246","	1703"
1/3/07,23:15:00,"	240","	6327"
1/3/07,23:15:00,"	242","	13609"
1/3/07,23:15:00,"	244","	8817"
1/3/07,23:15:00,"	246","	1642"
1/3/07,23:30:00,"	240","	6247"
1/3/07,23:30:00,"	242","	13614"
1/3/07,23:30:00,"	244","	8661"
1/3/07,23:30:00,"	246","	1607"
1/3/07,23:45:00,"	240","	6167"
1/3/07,23:45:00,"	242","	13620"
1/3/07,23:45:00,"	244","	8646"
1/3/07,23:45:00,"	246","	1610"
1/4/07,0:00:00,"	240","	6087"
1/4/07,0:00:00,"	242","	13560"
1/4/07,0:00:00,"	244","	8628"
1/4/07,0:00:00,"	246","	1633"
1/4/07,0:15:00,"	240","	5637"
1/4/07,0:15:00,"	242","	13203"
1/4/07,0:15:00,"	244","	8627"
1/4/07,0:15:00,"	246","	1285"
1/4/07,0:30:00,"	240","	5637"
1/4/07,0:30:00,"	242","	12789"
1/4/07,0:30:00,"	244","	8620"
1/4/07,0:30:00,"	246","	1260"
1/4/07,0:45:00,"	240","	5637"
1/4/07,0:45:00,"	242","	12473"
1/4/07,0:45:00,"	244","	8616"
1/4/07,0:45:00,"	246","	1291"
1/4/07,1:00:00,"	240","	5637"
1/4/07,1:00:00,"	242","	12331"
1/4/07,1:00:00,"	244","	8608"
1/4/07,1:00:00,"	246","	1325"
1/4/07,1:15:00,"	240","	5506"
1/4/07,1:15:00,"	242","	12026"
1/4/07,1:15:00,"	244","	8493"
1/4/07,1:15:00,"	246","	1240"
1/4/07,1:30:00,"	240","	5506"
1/4/07,1:30:00,"	242","	12026"
1/4/07,1:30:00,"	244","	8485"
1/4/07,1:30:00,"	246","	1313"
1/4/07,1:45:00,"	240","	5506"
1/4/07,1:45:00,"	242","	12026"
1/4/07,1:45:00,"	244","	8483"
1/4/07,1:45:00,"	246","	1366"
1/4/07,2:00:00,"	240","	5506"
1/4/07,2:00:00,"	242","	12022"
1/4/07,2:00:00,"	244","	8480"
1/4/07,2:00:00,"	246","	1379"
1/4/07,2:15:00,"	240","	5499"
1/4/07,2:15:00,"	242","	11978"
1/4/07,2:15:00,"	244","	8421"
1/4/07,2:15:00,"	246","	1272"
1/4/07,2:30:00,"	240","	5499"
1/4/07,2:30:00,"	242","	11978"
1/4/07,2:30:00,"	244","	8419"
1/4/07,2:30:00,"	246","	1294"
1/4/07,2:45:00,"	240","	5499"
1/4/07,2:45:00,"	242","	11978"
1/4/07,2:45:00,"	244","	8418"
1/4/07,2:45:00,"	246","	1324"
1/4/07,3:00:00,"	240","	5499"
1/4/07,3:00:00,"	242","	11978"
1/4/07,3:00:00,"	244","	8418"
1/4/07,3:00:00,"	246","	1344"
1/4/07,3:15:00,"	240","	5508"
1/4/07,3:15:00,"	242","	11976"
1/4/07,3:15:00,"	244","	8466"
1/4/07,3:15:00,"	246","	1351"
1/4/07,3:30:00,"	240","	5508"
1/4/07,3:30:00,"	242","	11976"
1/4/07,3:30:00,"	244","	8465"
1/4/07,3:30:00,"	246","	1353"
1/4/07,3:45:00,"	240","	5508"
1/4/07,3:45:00,"	242","	11976"
1/4/07,3:45:00,"	244","	8465"
1/4/07,3:45:00,"	246","	1429"
1/4/07,4:00:00,"	240","	5508"
1/4/07,4:00:00,"	242","	11984"
1/4/07,4:00:00,"	244","	8468"
1/4/07,4:00:00,"	246","	1443"
1/4/07,4:15:00,"	240","	5526"
1/4/07,4:15:00,"	242","	12181"
1/4/07,4:15:00,"	244","	8650"
1/4/07,4:15:00,"	246","	1341"
1/4/07,4:30:00,"	240","	5526"
1/4/07,4:30:00,"	242","	12177"
1/4/07,4:30:00,"	244","	8683"
1/4/07,4:30:00,"	246","	1391"
1/4/07,4:45:00,"	240","	5526"
1/4/07,4:45:00,"	242","	12213"
1/4/07,4:45:00,"	244","	8703"
1/4/07,4:45:00,"	246","	1434"
1/4/07,5:00:00,"	240","	5526"
1/4/07,5:00:00,"	242","	12209"
1/4/07,5:00:00,"	244","	8710"
1/4/07,5:00:00,"	246","	1450"
1/4/07,5:15:00,"	240","	5722"
1/4/07,5:15:00,"	242","	13535"
1/4/07,5:15:00,"	244","	9025"
1/4/07,5:15:00,"	246","	1243"
1/4/07,5:30:00,"	240","	5722"
1/4/07,5:30:00,"	242","	13769"
1/4/07,5:30:00,"	244","	9140"
1/4/07,5:30:00,"	246","	1270"
1/4/07,5:45:00,"	240","	5722"
1/4/07,5:45:00,"	242","	14307"
1/4/07,5:45:00,"	244","	9264"
1/4/07,5:45:00,"	246","	1324"
1/4/07,6:00:00,"	240","	5722"
1/4/07,6:00:00,"	242","	14819"
1/4/07,6:00:00,"	244","	10076"
1/4/07,6:00:00,"	246","	1338"
1/4/07,6:15:00,"	240","	6378"
1/4/07,6:15:00,"	242","	16744"
1/4/07,6:15:00,"	244","	10317"
1/4/07,6:15:00,"	246","	1668"
1/4/07,6:30:00,"	240","	6378"
1/4/07,6:30:00,"	242","	16864"
1/4/07,6:30:00,"	244","	10348"
1/4/07,6:30:00,"	246","	1716"
1/4/07,6:45:00,"	240","	6378"
1/4/07,6:45:00,"	242","	16842"
1/4/07,6:45:00,"	244","	10363"
1/4/07,6:45:00,"	246","	1799"
1/4/07,7:00:00,"	240","	6378"
1/4/07,7:00:00,"	242","	16862"
1/4/07,7:00:00,"	244","	10378"
1/4/07,7:00:00,"	246","	1849"
1/4/07,7:15:00,"	240","	6477"
1/4/07,7:15:00,"	242","	17474"
1/4/07,7:15:00,"	244","	10721"
1/4/07,7:15:00,"	246","	1814"
1/4/07,7:30:00,"	240","	6477"
1/4/07,7:30:00,"	242","	17453"
1/4/07,7:30:00,"	244","	10736"
1/4/07,7:30:00,"	246","	1849"
1/4/07,7:45:00,"	240","	6477"
1/4/07,7:45:00,"	242","	17509"
1/4/07,7:45:00,"	244","	10739"
1/4/07,7:45:00,"	246","	1866"
1/4/07,8:00:00,"	240","	6477"
1/4/07,8:00:00,"	242","	17627"
1/4/07,8:00:00,"	244","	10730"
1/4/07,8:00:00,"	246","	1821"
1/4/07,8:15:00,"	240","	6403"
1/4/07,8:15:00,"	242","	17577"
1/4/07,8:15:00,"	244","	10573"
1/4/07,8:15:00,"	246","	1753"
1/4/07,8:30:00,"	240","	6403"
1/4/07,8:30:00,"	242","	17577"
1/4/07,8:30:00,"	244","	10582"
1/4/07,8:30:00,"	246","	1771"
1/4/07,8:45:00,"	240","	6403"
1/4/07,8:45:00,"	242","	17577"
1/4/07,8:45:00,"	244","	10584"
1/4/07,8:45:00,"	246","	1786"
1/4/07,9:00:00,"	240","	6403"
1/4/07,9:00:00,"	242","	17577"
1/4/07,9:00:00,"	244","	10585"
1/4/07,9:00:00,"	246","	1795"
1/4/07,9:15:00,"	240","	6396"
1/4/07,9:15:00,"	242","	17161"
1/4/07,9:15:00,"	244","	10510"
1/4/07,9:15:00,"	246","	1858"
1/4/07,9:30:00,"	240","	6396"
1/4/07,9:30:00,"	242","	17163"
1/4/07,9:30:00,"	244","	10507"
1/4/07,9:30:00,"	246","	1873"
1/4/07,9:45:00,"	240","	6396"
1/4/07,9:45:00,"	242","	17201"
1/4/07,9:45:00,"	244","	10506"
1/4/07,9:45:00,"	246","	1903"
1/4/07,10:00:00,"	240","	6396"
1/4/07,10:00:00,"	242","	17216"
1/4/07,10:00:00,"	244","	10509"
1/4/07,10:00:00,"	246","	1915"
1/4/07,10:15:00,"	240","	6390"
1/4/07,10:15:00,"	242","	16572"
1/4/07,10:15:00,"	244","	10237"
1/4/07,10:15:00,"	246","	1931"
1/4/07,10:30:00,"	240","	6390"
1/4/07,10:30:00,"	242","	16632"
1/4/07,10:30:00,"	244","	10235"
1/4/07,10:30:00,"	246","	1933"
1/4/07,10:45:00,"	240","	6390"
1/4/07,10:45:00,"	242","	16636"
1/4/07,10:45:00,"	244","	10234"
1/4/07,10:45:00,"	246","	1959"
1/4/07,11:00:00,"	240","	6390"
1/4/07,11:00:00,"	242","	16706"
