CPT,"ENDING	",ZONEID,MW
10/9/01,2:00:00,"	28","	15315"
10/9/01,2:15:00,"	24","	1533"
10/9/01,2:15:00,"	26","	6992"
10/9/01,2:15:00,"	28","	15041"
10/9/01,2:30:00,"	24","	1518"
10/9/01,2:30:00,"	26","	6981"
10/9/01,2:30:00,"	28","	14940"
10/9/01,2:45:00,"	24","	1506"
10/9/01,2:45:00,"	26","	6974"
10/9/01,2:45:00,"	28","	14877"
10/9/01,3:00:00,"	24","	1493"
10/9/01,3:00:00,"	26","	6966"
10/9/01,3:00:00,"	28","	14846"
10/9/01,3:15:00,"	24","	1469"
10/9/01,3:15:00,"	26","	6959"
10/9/01,3:15:00,"	28","	14772"
10/9/01,3:30:00,"	24","	1457"
10/9/01,3:30:00,"	26","	6951"
10/9/01,3:30:00,"	28","	14756"
10/9/01,3:45:00,"	24","	1445"
10/9/01,3:45:00,"	26","	6947"
10/9/01,3:45:00,"	28","	14749"
10/9/01,4:00:00,"	24","	1440"
10/9/01,4:00:00,"	26","	6948"
10/9/01,4:00:00,"	28","	14751"
10/9/01,4:15:00,"	24","	1488"
10/9/01,4:15:00,"	26","	6837"
10/9/01,4:15:00,"	28","	14734"
10/9/01,4:30:00,"	24","	1483"
10/9/01,4:30:00,"	26","	6850"
10/9/01,4:30:00,"	28","	14802"
10/9/01,4:45:00,"	24","	1490"
10/9/01,4:45:00,"	26","	6882"
10/9/01,4:45:00,"	28","	14922"
10/9/01,5:00:00,"	24","	1497"
10/9/01,5:00:00,"	26","	6936"
10/9/01,5:00:00,"	28","	15087"
10/9/01,5:15:00,"	24","	1771"
10/9/01,5:15:00,"	26","	7253"
10/9/01,5:15:00,"	28","	15660"
10/9/01,5:30:00,"	24","	1779"
10/9/01,5:30:00,"	26","	7330"
10/9/01,5:30:00,"	28","	15896"
10/9/01,5:45:00,"	24","	1788"
10/9/01,5:45:00,"	26","	7340"
10/9/01,5:45:00,"	28","	16212"
10/9/01,6:00:00,"	24","	1808"
10/9/01,6:00:00,"	26","	7277"
10/9/01,6:00:00,"	28","	16562"
10/9/01,6:15:00,"	24","	2521"
10/9/01,6:15:00,"	26","	8027"
10/9/01,6:15:00,"	28","	16836"
10/9/01,6:30:00,"	24","	2544"
10/9/01,6:30:00,"	26","	7969"
10/9/01,6:30:00,"	28","	17126"
10/9/01,6:45:00,"	24","	2573"
10/9/01,6:45:00,"	26","	7956"
10/9/01,6:45:00,"	28","	17410"
10/9/01,7:00:00,"	24","	2607"
10/9/01,7:00:00,"	26","	7989"
10/9/01,7:00:00,"	28","	17644"
10/9/01,7:15:00,"	24","	2641"
10/9/01,7:15:00,"	26","	8091"
10/9/01,7:15:00,"	28","	18252"
10/9/01,7:30:00,"	24","	2670"
10/9/01,7:30:00,"	26","	8131"
10/9/01,7:30:00,"	28","	18385"
10/9/01,7:45:00,"	24","	2695"
10/9/01,7:45:00,"	26","	8176"
10/9/01,7:45:00,"	28","	18526"
10/9/01,8:00:00,"	24","	2708"
10/9/01,8:00:00,"	26","	8227"
10/9/01,8:00:00,"	28","	18676"
10/9/01,8:15:00,"	24","	2701"
10/9/01,8:15:00,"	26","	7847"
10/9/01,8:15:00,"	28","	18855"
10/9/01,8:30:00,"	24","	2714"
10/9/01,8:30:00,"	26","	7807"
10/9/01,8:30:00,"	28","	19048"
10/9/01,8:45:00,"	24","	2716"
10/9/01,8:45:00,"	26","	7813"
10/9/01,8:45:00,"	28","	19157"
10/9/01,9:00:00,"	24","	2729"
10/9/01,9:00:00,"	26","	7868"
10/9/01,9:00:00,"	28","	19248"
10/9/01,9:15:00,"	24","	2783"
10/9/01,9:15:00,"	26","	7599"
10/9/01,9:15:00,"	28","	19805"
10/9/01,9:30:00,"	24","	2796"
10/9/01,9:30:00,"	26","	7597"
10/9/01,9:30:00,"	28","	19931"
10/9/01,9:45:00,"	24","	2820"
10/9/01,9:45:00,"	26","	7676"
10/9/01,9:45:00,"	28","	20044"
10/9/01,10:00:00,"	24","	2835"
10/9/01,10:00:00,"	26","	7827"
10/9/01,10:00:00,"	28","	20139"
10/9/01,10:15:00,"	24","	2847"
10/9/01,10:15:00,"	26","	7957"
10/9/01,10:15:00,"	28","	20386"
10/9/01,10:30:00,"	24","	2859"
10/9/01,10:30:00,"	26","	8124"
10/9/01,10:30:00,"	28","	20499"
10/9/01,10:45:00,"	24","	2859"
10/9/01,10:45:00,"	26","	8207"
10/9/01,10:45:00,"	28","	20635"
10/9/01,11:00:00,"	24","	2859"
10/9/01,11:00:00,"	26","	8270"
10/9/01,11:00:00,"	28","	20773"
10/9/01,11:15:00,"	24","	3022"
10/9/01,11:15:00,"	26","	8307"
10/9/01,11:15:00,"	28","	21101"
10/9/01,11:30:00,"	24","	3022"
10/9/01,11:30:00,"	26","	8409"
10/9/01,11:30:00,"	28","	21247"
10/9/01,11:45:00,"	24","	3026"
10/9/01,11:45:00,"	26","	8502"
10/9/01,11:45:00,"	28","	21370"
10/9/01,12:00:00,"	24","	3030"
10/9/01,12:00:00,"	26","	8592"
10/9/01,12:00:00,"	28","	21449"
10/9/01,12:15:00,"	24","	3025"
10/9/01,12:15:00,"	26","	8663"
10/9/01,12:15:00,"	28","	22016"
10/9/01,12:30:00,"	24","	3031"
10/9/01,12:30:00,"	26","	8745"
10/9/01,12:30:00,"	28","	22112"
10/9/01,12:45:00,"	24","	3046"
10/9/01,12:45:00,"	26","	8820"
10/9/01,12:45:00,"	28","	22233"
10/9/01,13:00:00,"	24","	3067"
10/9/01,13:00:00,"	26","	8896"
10/9/01,13:00:00,"	28","	22342"
10/9/01,13:15:00,"	24","	3038"
10/9/01,13:15:00,"	26","	8975"
10/9/01,13:15:00,"	28","	22613"
10/9/01,13:30:00,"	24","	3066"
10/9/01,13:30:00,"	26","	9114"
10/9/01,13:30:00,"	28","	22725"
10/9/01,13:45:00,"	24","	3081"
10/9/01,13:45:00,"	26","	9204"
10/9/01,13:45:00,"	28","	22871"
10/9/01,14:00:00,"	24","	3087"
10/9/01,14:00:00,"	26","	9244"
10/9/01,14:00:00,"	28","	23030"
10/9/01,14:15:00,"	24","	3081"
10/9/01,14:15:00,"	26","	8484"
10/9/01,14:15:00,"	28","	23422"
10/9/01,14:30:00,"	24","	3084"
10/9/01,14:30:00,"	26","	8368"
10/9/01,14:30:00,"	28","	23573"
10/9/01,14:45:00,"	24","	3085"
10/9/01,14:45:00,"	26","	8328"
10/9/01,14:45:00,"	28","	23658"
10/9/01,15:00:00,"	24","	3086"
10/9/01,15:00:00,"	26","	8358"
10/9/01,15:00:00,"	28","	23775"
10/9/01,15:15:00,"	24","	3093"
10/9/01,15:15:00,"	26","	8564"
10/9/01,15:15:00,"	28","	23669"
10/9/01,15:30:00,"	24","	3094"
10/9/01,15:30:00,"	26","	8610"
10/9/01,15:30:00,"	28","	23724"
10/9/01,15:45:00,"	24","	3094"
10/9/01,15:45:00,"	26","	8640"
10/9/01,15:45:00,"	28","	23798"
10/9/01,16:00:00,"	24","	3095"
10/9/01,16:00:00,"	26","	8654"
10/9/01,16:00:00,"	28","	23859"
10/9/01,16:15:00,"	24","	3102"
10/9/01,16:15:00,"	26","	8891"
10/9/01,16:15:00,"	28","	23898"
10/9/01,16:30:00,"	24","	3102"
10/9/01,16:30:00,"	26","	8964"
10/9/01,16:30:00,"	28","	23923"
10/9/01,16:45:00,"	24","	3102"
10/9/01,16:45:00,"	26","	9017"
10/9/01,16:45:00,"	28","	23911"
10/9/01,17:00:00,"	24","	3102"
10/9/01,17:00:00,"	26","	9047"
10/9/01,17:00:00,"	28","	23845"
10/9/01,17:15:00,"	24","	3107"
10/9/01,17:15:00,"	26","	9333"
10/9/01,17:15:00,"	28","	23843"
10/9/01,17:30:00,"	24","	3107"
10/9/01,17:30:00,"	26","	9410"
10/9/01,17:30:00,"	28","	23748"
10/9/01,17:45:00,"	24","	3105"
10/9/01,17:45:00,"	26","	9421"
10/9/01,17:45:00,"	28","	23601"
10/9/01,18:00:00,"	24","	3103"
10/9/01,18:00:00,"	26","	9369"
10/9/01,18:00:00,"	28","	23429"
10/9/01,18:15:00,"	24","	3109"
10/9/01,18:15:00,"	26","	9109"
10/9/01,18:15:00,"	28","	23323"
10/9/01,18:30:00,"	24","	3107"
10/9/01,18:30:00,"	26","	9017"
10/9/01,18:30:00,"	28","	23184"
10/9/01,18:45:00,"	24","	3104"
10/9/01,18:45:00,"	26","	8959"
10/9/01,18:45:00,"	28","	23020"
10/9/01,19:00:00,"	24","	3100"
10/9/01,19:00:00,"	26","	8924"
10/9/01,19:00:00,"	28","	22949"
10/9/01,19:15:00,"	24","	3094"
10/9/01,19:15:00,"	26","	9052"
10/9/01,19:15:00,"	28","	22820"
10/9/01,19:30:00,"	24","	3090"
10/9/01,19:30:00,"	26","	9027"
10/9/01,19:30:00,"	28","	22825"
10/9/01,19:45:00,"	24","	3094"
10/9/01,19:45:00,"	26","	8987"
10/9/01,19:45:00,"	28","	22820"
10/9/01,20:00:00,"	24","	3099"
10/9/01,20:00:00,"	26","	8936"
10/9/01,20:00:00,"	28","	22790"
10/9/01,20:15:00,"	24","	3028"
10/9/01,20:15:00,"	26","	8966"
10/9/01,20:15:00,"	28","	22952"
10/9/01,20:30:00,"	24","	3030"
10/9/01,20:30:00,"	26","	8909"
10/9/01,20:30:00,"	28","	22916"
10/9/01,20:45:00,"	24","	3017"
10/9/01,20:45:00,"	26","	8808"
10/9/01,20:45:00,"	28","	22805"
10/9/01,21:00:00,"	24","	2994"
10/9/01,21:00:00,"	26","	8654"
10/9/01,21:00:00,"	28","	22630"
10/9/01,21:15:00,"	24","	2863"
10/9/01,21:15:00,"	26","	8235"
10/9/01,21:15:00,"	28","	22595"
10/9/01,21:30:00,"	24","	2841"
10/9/01,21:30:00,"	26","	8091"
10/9/01,21:30:00,"	28","	22407"
10/9/01,21:45:00,"	24","	2832"
10/9/01,21:45:00,"	26","	8045"
10/9/01,21:45:00,"	28","	22145"
10/9/01,22:00:00,"	24","	2833"
10/9/01,22:00:00,"	26","	8095"
10/9/01,22:00:00,"	28","	21906"
10/9/01,22:15:00,"	24","	2019"
10/9/01,22:15:00,"	26","	7626"
10/9/01,22:15:00,"	28","	21399"
10/9/01,22:30:00,"	24","	2032"
10/9/01,22:30:00,"	26","	7772"
10/9/01,22:30:00,"	28","	21084"
10/9/01,22:45:00,"	24","	2012"
10/9/01,22:45:00,"	26","	7819"
10/9/01,22:45:00,"	28","	20796"
10/9/01,23:00:00,"	24","	1971"
10/9/01,23:00:00,"	26","	7763"
10/9/01,23:00:00,"	28","	20489"
10/9/01,23:15:00,"	24","	2013"
10/9/01,23:15:00,"	26","	6817"
10/9/01,23:15:00,"	28","	19867"
10/9/01,23:30:00,"	24","	1983"
10/9/01,23:30:00,"	26","	6691"
10/9/01,23:30:00,"	28","	19538"
10/9/01,23:45:00,"	24","	1963"
10/9/01,23:45:00,"	26","	6685"
10/9/01,23:45:00,"	28","	19178"
10/10/01,0:00:00,"	24","	1955"
10/10/01,0:00:00,"	26","	6791"
10/10/01,0:00:00,"	28","	18713"
10/10/01,0:15:00,"	24","	1717"
10/10/01,0:15:00,"	26","	7342"
10/10/01,0:15:00,"	28","	17523"
10/10/01,0:30:00,"	24","	1718"
10/10/01,0:30:00,"	26","	7383"
10/10/01,0:30:00,"	28","	17377"
10/10/01,0:45:00,"	24","	1708"
10/10/01,0:45:00,"	26","	7399"
10/10/01,0:45:00,"	28","	17238"
10/10/01,1:00:00,"	24","	1689"
10/10/01,1:00:00,"	26","	7393"
10/10/01,1:00:00,"	28","	17072"
10/10/01,1:15:00,"	24","	1637"
10/10/01,1:15:00,"	26","	7428"
10/10/01,1:15:00,"	28","	16598"
10/10/01,1:30:00,"	24","	1616"
10/10/01,1:30:00,"	26","	7401"
10/10/01,1:30:00,"	28","	16438"
10/10/01,1:45:00,"	24","	1610"
10/10/01,1:45:00,"	26","	7372"
10/10/01,1:45:00,"	28","	16308"
10/10/01,2:00:00,"	24","	1610"
10/10/01,2:00:00,"	26","	7338"
10/10/01,2:00:00,"	28","	16202"
10/10/01,2:15:00,"	24","	1625"
10/10/01,2:15:00,"	26","	7231"
10/10/01,2:15:00,"	28","	16090"
10/10/01,2:30:00,"	24","	1625"
10/10/01,2:30:00,"	26","	7189"
10/10/01,2:30:00,"	28","	16008"
10/10/01,2:45:00,"	24","	1618"
10/10/01,2:45:00,"	26","	7161"
10/10/01,2:45:00,"	28","	15945"
10/10/01,3:00:00,"	24","	1612"
10/10/01,3:00:00,"	26","	7142"
10/10/01,3:00:00,"	28","	15884"
10/10/01,3:15:00,"	24","	1640"
10/10/01,3:15:00,"	26","	7145"
10/10/01,3:15:00,"	28","	15831"
10/10/01,3:30:00,"	24","	1633"
10/10/01,3:30:00,"	26","	7134"
10/10/01,3:30:00,"	28","	15792"
10/10/01,3:45:00,"	24","	1575"
10/10/01,3:45:00,"	26","	7129"
10/10/01,3:45:00,"	28","	15820"
10/10/01,4:00:00,"	24","	1516"
10/10/01,4:00:00,"	26","	7134"
10/10/01,4:00:00,"	28","	15867"
10/10/01,4:15:00,"	24","	1440"
10/10/01,4:15:00,"	26","	7021"
10/10/01,4:15:00,"	28","	16158"
10/10/01,4:30:00,"	24","	1381"
10/10/01,4:30:00,"	26","	7083"
10/10/01,4:30:00,"	28","	16259"
10/10/01,4:45:00,"	24","	1385"
10/10/01,4:45:00,"	26","	7143"
10/10/01,4:45:00,"	28","	16327"
10/10/01,5:00:00,"	24","	1388"
10/10/01,5:00:00,"	26","	7200"
10/10/01,5:00:00,"	28","	16428"
10/10/01,5:15:00,"	24","	1508"
10/10/01,5:15:00,"	26","	7471"
10/10/01,5:15:00,"	28","	16939"
10/10/01,5:30:00,"	24","	1512"
10/10/01,5:30:00,"	26","	7519"
10/10/01,5:30:00,"	28","	17160"
10/10/01,5:45:00,"	24","	1573"
10/10/01,5:45:00,"	26","	7539"
10/10/01,5:45:00,"	28","	17444"
10/10/01,6:00:00,"	24","	1635"
10/10/01,6:00:00,"	26","	7530"
10/10/01,6:00:00,"	28","	17791"
10/10/01,6:15:00,"	24","	2415"
10/10/01,6:15:00,"	26","	8086"
10/10/01,6:15:00,"	28","	17884"
10/10/01,6:30:00,"	24","	2482"
10/10/01,6:30:00,"	26","	8074"
10/10/01,6:30:00,"	28","	18158"
10/10/01,6:45:00,"	24","	2504"
10/10/01,6:45:00,"	26","	8104"
10/10/01,6:45:00,"	28","	18477"
10/10/01,7:00:00,"	24","	2539"
10/10/01,7:00:00,"	26","	8172"
10/10/01,7:00:00,"	28","	18733"
10/10/01,7:15:00,"	24","	2598"
10/10/01,7:15:00,"	26","	8436"
10/10/01,7:15:00,"	28","	19597"
10/10/01,7:30:00,"	24","	2634"
10/10/01,7:30:00,"	26","	8487"
10/10/01,7:30:00,"	28","	19814"
10/10/01,7:45:00,"	24","	2655"
10/10/01,7:45:00,"	26","	8518"
10/10/01,7:45:00,"	28","	19918"
10/10/01,8:00:00,"	24","	2661"
10/10/01,8:00:00,"	26","	8537"
10/10/01,8:00:00,"	28","	19983"
10/10/01,8:15:00,"	24","	2628"
10/10/01,8:15:00,"	26","	8476"
10/10/01,8:15:00,"	28","	20377"
10/10/01,8:30:00,"	24","	2628"
10/10/01,8:30:00,"	26","	8504"
10/10/01,8:30:00,"	28","	20489"
10/10/01,8:45:00,"	24","	2632"
10/10/01,8:45:00,"	26","	8558"
10/10/01,8:45:00,"	28","	20615"
10/10/01,9:00:00,"	24","	2636"
10/10/01,9:00:00,"	26","	8635"
10/10/01,9:00:00,"	28","	20743"
10/10/01,9:15:00,"	24","	2661"
10/10/01,9:15:00,"	26","	8621"
10/10/01,9:15:00,"	28","	20973"
10/10/01,9:30:00,"	24","	2669"
10/10/01,9:30:00,"	26","	8699"
10/10/01,9:30:00,"	28","	21105"
10/10/01,9:45:00,"	24","	2690"
10/10/01,9:45:00,"	26","	8759"
10/10/01,9:45:00,"	28","	21249"
10/10/01,10:00:00,"	24","	2722"
10/10/01,10:00:00,"	26","	8796"
10/10/01,10:00:00,"	28","	21390"
10/10/01,10:15:00,"	24","	2787"
10/10/01,10:15:00,"	26","	9396"
10/10/01,10:15:00,"	28","	21922"
10/10/01,10:30:00,"	24","	2819"
10/10/01,10:30:00,"	26","	9488"
10/10/01,10:30:00,"	28","	22062"
10/10/01,10:45:00,"	24","	2843"
10/10/01,10:45:00,"	26","	9525"
10/10/01,10:45:00,"	28","	22172"
10/10/01,11:00:00,"	24","	2856"
10/10/01,11:00:00,"	26","	9569"
10/10/01,11:00:00,"	28","	22276"
10/10/01,11:15:00,"	24","	3022"
10/10/01,11:15:00,"	26","	9584"
10/10/01,11:15:00,"	28","	22463"
10/10/01,11:30:00,"	24","	3031"
10/10/01,11:30:00,"	26","	9630"
10/10/01,11:30:00,"	28","	22564"
10/10/01,11:45:00,"	24","	3035"
10/10/01,11:45:00,"	26","	9683"
10/10/01,11:45:00,"	28","	22659"
10/10/01,12:00:00,"	24","	3038"
10/10/01,12:00:00,"	26","	9748"
10/10/01,12:00:00,"	28","	22743"
10/10/01,12:15:00,"	24","	3030"
10/10/01,12:15:00,"	26","	9737"
10/10/01,12:15:00,"	28","	23204"
10/10/01,12:30:00,"	24","	3036"
10/10/01,12:30:00,"	26","	9801"
10/10/01,12:30:00,"	28","	23285"
10/10/01,12:45:00,"	24","	3050"
10/10/01,12:45:00,"	26","	9857"
10/10/01,12:45:00,"	28","	23365"
10/10/01,13:00:00,"	24","	3075"
10/10/01,13:00:00,"	26","	9916"
10/10/01,13:00:00,"	28","	23452"
10/10/01,13:15:00,"	24","	3206"
10/10/01,13:15:00,"	26","	10271"
10/10/01,13:15:00,"	28","	23876"
10/10/01,13:30:00,"	24","	3208"
10/10/01,13:30:00,"	26","	9998"
10/10/01,13:30:00,"	28","	24039"
10/10/01,13:45:00,"	24","	3208"
10/10/01,13:45:00,"	26","	9844"
10/10/01,13:45:00,"	28","	24151"
10/10/01,14:00:00,"	24","	3208"
10/10/01,14:00:00,"	26","	9807"
10/10/01,14:00:00,"	28","	24218"
10/10/01,14:15:00,"	24","	3170"
10/10/01,14:15:00,"	26","	10089"
10/10/01,14:15:00,"	28","	24788"
10/10/01,14:30:00,"	24","	3179"
10/10/01,14:30:00,"	26","	10080"
10/10/01,14:30:00,"	28","	24842"
10/10/01,14:45:00,"	24","	3216"
10/10/01,14:45:00,"	26","	10064"
10/10/01,14:45:00,"	28","	24901"
10/10/01,15:00:00,"	24","	3279"
10/10/01,15:00:00,"	26","	10037"
10/10/01,15:00:00,"	28","	24971"
10/10/01,15:15:00,"	24","	3434"
10/10/01,15:15:00,"	26","	9997"
10/10/01,15:15:00,"	28","	25231"
10/10/01,15:30:00,"	24","	3498"
10/10/01,15:30:00,"	26","	9964"
10/10/01,15:30:00,"	28","	25301"
10/10/01,15:45:00,"	24","	3535"
10/10/01,15:45:00,"	26","	9971"
10/10/01,15:45:00,"	28","	25342"
10/10/01,16:00:00,"	24","	3545"
10/10/01,16:00:00,"	26","	10015"
10/10/01,16:00:00,"	28","	25367"
10/10/01,16:15:00,"	24","	3493"
10/10/01,16:15:00,"	26","	10195"
10/10/01,16:15:00,"	28","	25288"
10/10/01,16:30:00,"	24","	3512"
10/10/01,16:30:00,"	26","	10336"
10/10/01,16:30:00,"	28","	25298"
10/10/01,16:45:00,"	24","	3515"
10/10/01,16:45:00,"	26","	10406"
10/10/01,16:45:00,"	28","	25304"
10/10/01,17:00:00,"	24","	3500"
10/10/01,17:00:00,"	26","	10412"
10/10/01,17:00:00,"	28","	25372"
10/10/01,17:15:00,"	24","	3472"
10/10/01,17:15:00,"	26","	10226"
10/10/01,17:15:00,"	28","	25259"
10/10/01,17:30:00,"	24","	3446"
10/10/01,17:30:00,"	26","	10215"
10/10/01,17:30:00,"	28","	25206"
10/10/01,17:45:00,"	24","	3407"
10/10/01,17:45:00,"	26","	10226"
10/10/01,17:45:00,"	28","	25100"
10/10/01,18:00:00,"	24","	3358"
10/10/01,18:00:00,"	26","	10262"
10/10/01,18:00:00,"	28","	24992"
10/10/01,18:15:00,"	24","	3266"
10/10/01,18:15:00,"	26","	9985"
10/10/01,18:15:00,"	28","	24780"
10/10/01,18:30:00,"	24","	3220"
10/10/01,18:30:00,"	26","	9928"
10/10/01,18:30:00,"	28","	24694"
10/10/01,18:45:00,"	24","	3196"
10/10/01,18:45:00,"	26","	9886"
10/10/01,18:45:00,"	28","	24640"
10/10/01,19:00:00,"	24","	3189"
10/10/01,19:00:00,"	26","	9852"
10/10/01,19:00:00,"	28","	24600"
10/10/01,19:15:00,"	24","	3234"
10/10/01,19:15:00,"	26","	9906"
10/10/01,19:15:00,"	28","	25024"
10/10/01,19:30:00,"	24","	3232"
10/10/01,19:30:00,"	26","	9874"
10/10/01,19:30:00,"	28","	25135"
10/10/01,19:45:00,"	24","	3226"
10/10/01,19:45:00,"	26","	9839"
10/10/01,19:45:00,"	28","	25141"
10/10/01,20:00:00,"	24","	3216"
10/10/01,20:00:00,"	26","	9805"
10/10/01,20:00:00,"	28","	25058"
10/10/01,20:15:00,"	24","	3098"
10/10/01,20:15:00,"	26","	9670"
10/10/01,20:15:00,"	28","	24969"
10/10/01,20:30:00,"	24","	3087"
10/10/01,20:30:00,"	26","	9629"
10/10/01,20:30:00,"	28","	24761"
10/10/01,20:45:00,"	24","	3080"
10/10/01,20:45:00,"	26","	9604"
10/10/01,20:45:00,"	28","	24520"
10/10/01,21:00:00,"	24","	3075"
10/10/01,21:00:00,"	26","	9586"
10/10/01,21:00:00,"	28","	24255"
10/10/01,21:15:00,"	24","	3019"
10/10/01,21:15:00,"	26","	9529"
10/10/01,21:15:00,"	28","	23451"
10/10/01,21:30:00,"	24","	3013"
10/10/01,21:30:00,"	26","	9491"
10/10/01,21:30:00,"	28","	23150"
10/10/01,21:45:00,"	24","	2997"
10/10/01,21:45:00,"	26","	9506"
10/10/01,21:45:00,"	28","	22875"
10/10/01,22:00:00,"	24","	2971"
10/10/01,22:00:00,"	26","	9579"
10/10/01,22:00:00,"	28","	22629"
10/10/01,22:15:00,"	24","	2438"
10/10/01,22:15:00,"	26","	9086"
10/10/01,22:15:00,"	28","	21903"
10/10/01,22:30:00,"	24","	2423"
10/10/01,22:30:00,"	26","	9116"
10/10/01,22:30:00,"	28","	21740"
10/10/01,22:45:00,"	24","	2408"
10/10/01,22:45:00,"	26","	9065"
10/10/01,22:45:00,"	28","	21502"
10/10/01,23:00:00,"	24","	2395"
10/10/01,23:00:00,"	26","	8929"
10/10/01,23:00:00,"	28","	21236"
10/10/01,23:15:00,"	24","	2257"
10/10/01,23:15:00,"	26","	8456"
10/10/01,23:15:00,"	28","	20511"
10/10/01,23:30:00,"	24","	2241"
10/10/01,23:30:00,"	26","	8306"
10/10/01,23:30:00,"	28","	20285"
10/10/01,23:45:00,"	24","	2221"
10/10/01,23:45:00,"	26","	8181"
10/10/01,23:45:00,"	28","	20041"
10/11/01,0:00:00,"	24","	2197"
10/11/01,0:00:00,"	26","	8077"
10/11/01,0:00:00,"	28","	19799"
10/11/01,0:15:00,"	24","	1760"
10/11/01,0:15:00,"	26","	7636"
10/11/01,0:15:00,"	28","	19032"
10/11/01,0:30:00,"	24","	1730"
10/11/01,0:30:00,"	26","	7550"
10/11/01,0:30:00,"	28","	18763"
10/11/01,0:45:00,"	24","	1700"
10/11/01,0:45:00,"	26","	7482"
10/11/01,0:45:00,"	28","	18524"
10/11/01,1:00:00,"	24","	1668"
10/11/01,1:00:00,"	26","	7433"
10/11/01,1:00:00,"	28","	18291"
10/11/01,1:15:00,"	24","	1632"
10/11/01,1:15:00,"	26","	7441"
10/11/01,1:15:00,"	28","	17536"
10/11/01,1:30:00,"	24","	1602"
10/11/01,1:30:00,"	26","	7401"
10/11/01,1:30:00,"	28","	17376"
10/11/01,1:45:00,"	24","	1575"
10/11/01,1:45:00,"	26","	7369"
10/11/01,1:45:00,"	28","	17248"
10/11/01,2:00:00,"	24","	1553"
10/11/01,2:00:00,"	26","	7345"
10/11/01,2:00:00,"	28","	17130"
10/11/01,2:15:00,"	24","	1526"
10/11/01,2:15:00,"	26","	7334"
10/11/01,2:15:00,"	28","	17062"
10/11/01,2:30:00,"	24","	1506"
10/11/01,2:30:00,"	26","	7313"
10/11/01,2:30:00,"	28","	16937"
10/11/01,2:45:00,"	24","	1492"
10/11/01,2:45:00,"	26","	7288"
10/11/01,2:45:00,"	28","	16840"
10/11/01,3:00:00,"	24","	1485"
10/11/01,3:00:00,"	26","	7263"
10/11/01,3:00:00,"	28","	16767"
10/11/01,3:15:00,"	24","	1523"
10/11/01,3:15:00,"	26","	7212"
10/11/01,3:15:00,"	28","	16534"
10/11/01,3:30:00,"	24","	1517"
10/11/01,3:30:00,"	26","	7186"
10/11/01,3:30:00,"	28","	16489"
10/11/01,3:45:00,"	24","	1457"
10/11/01,3:45:00,"	26","	7169"
10/11/01,3:45:00,"	28","	16522"
10/11/01,4:00:00,"	24","	1398"
10/11/01,4:00:00,"	26","	7162"
10/11/01,4:00:00,"	28","	16570"
10/11/01,4:15:00,"	24","	1299"
10/11/01,4:15:00,"	26","	7165"
10/11/01,4:15:00,"	28","	16621"
10/11/01,4:30:00,"	24","	1240"
10/11/01,4:30:00,"	26","	7164"
10/11/01,4:30:00,"	28","	16705"
10/11/01,4:45:00,"	24","	1242"
10/11/01,4:45:00,"	26","	7171"
10/11/01,4:45:00,"	28","	16770"
10/11/01,5:00:00,"	24","	1245"
10/11/01,5:00:00,"	26","	7185"
10/11/01,5:00:00,"	28","	16875"
10/11/01,5:15:00,"	24","	1331"
10/11/01,5:15:00,"	26","	7458"
10/11/01,5:15:00,"	28","	17409"
10/11/01,5:30:00,"	24","	1338"
10/11/01,5:30:00,"	26","	7464"
10/11/01,5:30:00,"	28","	17615"
10/11/01,5:45:00,"	24","	1425"
10/11/01,5:45:00,"	26","	7432"
10/11/01,5:45:00,"	28","	17839"
10/11/01,6:00:00,"	24","	1524"
10/11/01,6:00:00,"	26","	7364"
10/11/01,6:00:00,"	28","	18098"
10/11/01,6:15:00,"	24","	2383"
10/11/01,6:15:00,"	26","	8102"
10/11/01,6:15:00,"	28","	18527"
10/11/01,6:30:00,"	24","	2488"
10/11/01,6:30:00,"	26","	8051"
10/11/01,6:30:00,"	28","	18744"
10/11/01,6:45:00,"	24","	2522"
10/11/01,6:45:00,"	26","	8065"
10/11/01,6:45:00,"	28","	19010"
10/11/01,7:00:00,"	24","	2561"
10/11/01,7:00:00,"	26","	8141"
10/11/01,7:00:00,"	28","	19214"
10/11/01,7:15:00,"	24","	2593"
10/11/01,7:15:00,"	26","	8322"
10/11/01,7:15:00,"	28","	19788"
10/11/01,7:30:00,"	24","	2629"
10/11/01,7:30:00,"	26","	8402"
10/11/01,7:30:00,"	28","	19903"
10/11/01,7:45:00,"	24","	2657"
10/11/01,7:45:00,"	26","	8457"
10/11/01,7:45:00,"	28","	19973"
10/11/01,8:00:00,"	24","	2671"
10/11/01,8:00:00,"	26","	8490"
10/11/01,8:00:00,"	28","	20041"
10/11/01,8:15:00,"	24","	2655"
10/11/01,8:15:00,"	26","	8413"
10/11/01,8:15:00,"	28","	20372"
10/11/01,8:30:00,"	24","	2662"
10/11/01,8:30:00,"	26","	8477"
10/11/01,8:30:00,"	28","	20457"
10/11/01,8:45:00,"	24","	2662"
10/11/01,8:45:00,"	26","	8554"
10/11/01,8:45:00,"	28","	20523"
10/11/01,9:00:00,"	24","	2663"
10/11/01,9:00:00,"	26","	8639"
10/11/01,9:00:00,"	28","	20598"
10/11/01,9:15:00,"	24","	2651"
10/11/01,9:15:00,"	26","	8791"
10/11/01,9:15:00,"	28","	20800"
10/11/01,9:30:00,"	24","	2689"
